,x,Lineage
human3_lib3.final_cell_0067,acinar,Exocrine
human3_lib3.final_cell_0068,acinar,Exocrine
human3_lib3.final_cell_0069,acinar,Exocrine
human3_lib3.final_cell_0070,acinar,Exocrine
human3_lib3.final_cell_0071,acinar,Exocrine
human3_lib3.final_cell_0072,acinar,Exocrine
human3_lib3.final_cell_0073,acinar,Exocrine
human3_lib3.final_cell_0074,acinar,Exocrine
human3_lib3.final_cell_0075,acinar,Exocrine
human3_lib3.final_cell_0076,acinar,Exocrine
human3_lib3.final_cell_0077,acinar,Exocrine
human3_lib3.final_cell_0078,acinar,Exocrine
human3_lib3.final_cell_0079,acinar,Exocrine
human3_lib3.final_cell_0080,acinar,Exocrine
human3_lib3.final_cell_0081,acinar,Exocrine
human3_lib3.final_cell_0082,acinar,Exocrine
human3_lib3.final_cell_0083,ductal,Exocrine
human3_lib3.final_cell_0084,acinar,Exocrine
human3_lib3.final_cell_0085,acinar,Exocrine
human3_lib3.final_cell_0086,beta,Endocrine
human3_lib3.final_cell_0087,beta,Endocrine
human3_lib3.final_cell_0088,acinar,Exocrine
human3_lib3.final_cell_0089,acinar,Exocrine
human3_lib3.final_cell_0090,acinar,Exocrine
human3_lib3.final_cell_0091,delta,Endocrine
human3_lib3.final_cell_0092,acinar,Exocrine
human3_lib3.final_cell_0093,beta,Endocrine
human3_lib3.final_cell_0094,acinar,Exocrine
human3_lib3.final_cell_0095,acinar,Exocrine
human3_lib3.final_cell_0096,acinar,Exocrine
human3_lib3.final_cell_0097,alpha,Endocrine
human3_lib3.final_cell_0098,acinar,Exocrine
human3_lib3.final_cell_0099,acinar,Exocrine
human3_lib3.final_cell_0100,acinar,Exocrine
human3_lib3.final_cell_0101,acinar,Exocrine
human3_lib3.final_cell_0102,delta,Endocrine
human3_lib3.final_cell_0103,acinar,Exocrine
human3_lib3.final_cell_0104,alpha,Endocrine
human3_lib3.final_cell_0105,beta,Endocrine
human3_lib3.final_cell_0106,acinar,Exocrine
human3_lib3.final_cell_0107,beta,Endocrine
human3_lib3.final_cell_0108,beta,Endocrine
human3_lib3.final_cell_0109,acinar,Exocrine
human3_lib3.final_cell_0110,ductal,Exocrine
human3_lib3.final_cell_0111,acinar,Exocrine
human3_lib3.final_cell_0112,beta,Endocrine
human3_lib3.final_cell_0113,acinar,Exocrine
human3_lib3.final_cell_0114,alpha,Endocrine
human3_lib3.final_cell_0115,alpha,Endocrine
human3_lib3.final_cell_0116,alpha,Endocrine
human3_lib3.final_cell_0117,activated_stellate,PSC
human3_lib3.final_cell_0118,acinar,Exocrine
human3_lib3.final_cell_0119,acinar,Exocrine
human3_lib3.final_cell_0120,acinar,Exocrine
human3_lib3.final_cell_0121,beta,Endocrine
human3_lib3.final_cell_0122,acinar,Exocrine
human3_lib3.final_cell_0123,acinar,Exocrine
human3_lib3.final_cell_0124,beta,Endocrine
human3_lib3.final_cell_0125,alpha,Endocrine
human3_lib3.final_cell_0126,acinar,Exocrine
human3_lib3.final_cell_0127,alpha,Endocrine
human3_lib3.final_cell_0128,acinar,Exocrine
human3_lib3.final_cell_0129,acinar,Exocrine
human3_lib3.final_cell_0130,alpha,Endocrine
human3_lib3.final_cell_0131,beta,Endocrine
human3_lib3.final_cell_0132,acinar,Exocrine
human3_lib3.final_cell_0133,alpha,Endocrine
human3_lib3.final_cell_0134,activated_stellate,PSC
human3_lib3.final_cell_0135,acinar,Exocrine
human3_lib3.final_cell_0136,beta,Endocrine
human3_lib3.final_cell_0137,beta,Endocrine
human3_lib3.final_cell_0138,beta,Endocrine
human3_lib3.final_cell_0139,acinar,Exocrine
human3_lib3.final_cell_0140,beta,Endocrine
human3_lib3.final_cell_0141,beta,Endocrine
human3_lib3.final_cell_0142,beta,Endocrine
human3_lib3.final_cell_0143,acinar,Exocrine
human3_lib3.final_cell_0144,acinar,Exocrine
human3_lib3.final_cell_0145,acinar,Exocrine
human3_lib3.final_cell_0146,endothelial,endothelial
human3_lib3.final_cell_0147,alpha,Endocrine
human3_lib3.final_cell_0148,beta,Endocrine
human3_lib3.final_cell_0149,delta,Endocrine
human3_lib3.final_cell_0150,beta,Endocrine
human3_lib3.final_cell_0151,beta,Endocrine
human3_lib3.final_cell_0152,acinar,Exocrine
human3_lib3.final_cell_0153,beta,Endocrine
human3_lib3.final_cell_0154,activated_stellate,PSC
human3_lib3.final_cell_0155,acinar,Exocrine
human3_lib3.final_cell_0156,acinar,Exocrine
human3_lib3.final_cell_0157,acinar,Exocrine
human3_lib3.final_cell_0158,alpha,Endocrine
human3_lib3.final_cell_0159,delta,Endocrine
human3_lib3.final_cell_0160,acinar,Exocrine
human3_lib3.final_cell_0161,beta,Endocrine
human3_lib3.final_cell_0162,acinar,Exocrine
human3_lib3.final_cell_0163,acinar,Exocrine
human3_lib3.final_cell_0164,acinar,Exocrine
human3_lib3.final_cell_0165,beta,Endocrine
human3_lib3.final_cell_0166,acinar,Exocrine
human3_lib3.final_cell_0167,beta,Endocrine
human3_lib3.final_cell_0168,acinar,Exocrine
human3_lib3.final_cell_0169,beta,Endocrine
human3_lib3.final_cell_0170,acinar,Exocrine
human3_lib3.final_cell_0171,alpha,Endocrine
human3_lib3.final_cell_0172,ductal,Exocrine
human3_lib3.final_cell_0173,acinar,Exocrine
human3_lib3.final_cell_0174,acinar,Exocrine
human3_lib3.final_cell_0175,activated_stellate,PSC
human3_lib3.final_cell_0176,acinar,Exocrine
human3_lib3.final_cell_0177,acinar,Exocrine
human3_lib3.final_cell_0178,beta,Endocrine
human3_lib3.final_cell_0179,acinar,Exocrine
human3_lib3.final_cell_0180,acinar,Exocrine
human3_lib3.final_cell_0181,beta,Endocrine
human3_lib3.final_cell_0182,activated_stellate,PSC
human3_lib3.final_cell_0183,alpha,Endocrine
human3_lib3.final_cell_0184,beta,Endocrine
human3_lib3.final_cell_0185,beta,Endocrine
human3_lib3.final_cell_0186,acinar,Exocrine
human3_lib3.final_cell_0187,beta,Endocrine
human3_lib3.final_cell_0188,acinar,Exocrine
human3_lib3.final_cell_0189,alpha,Endocrine
human3_lib3.final_cell_0190,beta,Endocrine
human3_lib3.final_cell_0191,acinar,Exocrine
human3_lib3.final_cell_0192,acinar,Exocrine
human3_lib3.final_cell_0193,beta,Endocrine
human3_lib3.final_cell_0194,acinar,Exocrine
human3_lib3.final_cell_0195,acinar,Exocrine
human3_lib3.final_cell_0196,alpha,Endocrine
human3_lib3.final_cell_0197,beta,Endocrine
human3_lib3.final_cell_0198,acinar,Exocrine
human3_lib3.final_cell_0199,beta,Endocrine
human3_lib3.final_cell_0200,beta,Endocrine
human3_lib3.final_cell_0201,acinar,Exocrine
human3_lib3.final_cell_0202,beta,Endocrine
human3_lib3.final_cell_0203,acinar,Exocrine
human3_lib3.final_cell_0204,acinar,Exocrine
human3_lib3.final_cell_0205,acinar,Exocrine
human3_lib3.final_cell_0206,beta,Endocrine
human3_lib3.final_cell_0207,acinar,Exocrine
human3_lib3.final_cell_0208,acinar,Exocrine
human3_lib3.final_cell_0209,beta,Endocrine
human3_lib3.final_cell_0210,beta,Endocrine
human3_lib3.final_cell_0211,delta,Endocrine
human3_lib3.final_cell_0212,alpha,Endocrine
human3_lib3.final_cell_0213,endothelial,endothelial
human3_lib3.final_cell_0214,acinar,Exocrine
human3_lib3.final_cell_0215,beta,Endocrine
human3_lib3.final_cell_0216,alpha,Endocrine
human3_lib3.final_cell_0217,alpha,Endocrine
human3_lib3.final_cell_0218,beta,Endocrine
human3_lib3.final_cell_0219,alpha,Endocrine
human3_lib3.final_cell_0220,acinar,Exocrine
human3_lib3.final_cell_0221,acinar,Exocrine
human3_lib3.final_cell_0222,alpha,Endocrine
human3_lib3.final_cell_0223,acinar,Exocrine
human3_lib3.final_cell_0224,ductal,Exocrine
human3_lib3.final_cell_0225,beta,Endocrine
human3_lib3.final_cell_0226,acinar,Exocrine
human3_lib3.final_cell_0227,acinar,Exocrine
human3_lib3.final_cell_0228,acinar,Exocrine
human3_lib3.final_cell_0229,acinar,Exocrine
human3_lib3.final_cell_0230,ductal,Exocrine
human3_lib3.final_cell_0231,acinar,Exocrine
human3_lib3.final_cell_0232,beta,Endocrine
human3_lib3.final_cell_0233,acinar,Exocrine
human3_lib3.final_cell_0234,alpha,Endocrine
human3_lib3.final_cell_0235,acinar,Exocrine
human3_lib3.final_cell_0236,beta,Endocrine
human3_lib3.final_cell_0237,gamma,Endocrine
human3_lib3.final_cell_0238,beta,Endocrine
human3_lib3.final_cell_0239,beta,Endocrine
human3_lib3.final_cell_0240,alpha,Endocrine
human3_lib3.final_cell_0241,acinar,Exocrine
human3_lib3.final_cell_0242,alpha,Endocrine
human3_lib3.final_cell_0243,acinar,Exocrine
human3_lib3.final_cell_0244,ductal,Exocrine
human3_lib3.final_cell_0245,alpha,Endocrine
human3_lib3.final_cell_0246,beta,Endocrine
human3_lib3.final_cell_0247,beta,Endocrine
human3_lib3.final_cell_0248,beta,Endocrine
human3_lib3.final_cell_0249,beta,Endocrine
human3_lib3.final_cell_0250,ductal,Exocrine
human3_lib3.final_cell_0251,beta,Endocrine
human3_lib3.final_cell_0252,ductal,Exocrine
human3_lib3.final_cell_0253,beta,Endocrine
human3_lib3.final_cell_0254,beta,Endocrine
human3_lib3.final_cell_0255,ductal,Exocrine
human3_lib3.final_cell_0256,beta,Endocrine
human3_lib3.final_cell_0257,beta,Endocrine
human3_lib3.final_cell_0258,acinar,Exocrine
human3_lib3.final_cell_0259,beta,Endocrine
human3_lib3.final_cell_0260,beta,Endocrine
human3_lib3.final_cell_0261,alpha,Endocrine
human3_lib3.final_cell_0262,acinar,Exocrine
human3_lib3.final_cell_0263,beta,Endocrine
human3_lib3.final_cell_0264,delta,Endocrine
human3_lib3.final_cell_0265,activated_stellate,PSC
human3_lib3.final_cell_0266,acinar,Exocrine
human3_lib3.final_cell_0267,ductal,Exocrine
human3_lib3.final_cell_0268,acinar,Exocrine
human3_lib3.final_cell_0269,beta,Endocrine
human3_lib3.final_cell_0270,beta,Endocrine
human3_lib3.final_cell_0271,ductal,Exocrine
human3_lib3.final_cell_0272,acinar,Exocrine
human3_lib3.final_cell_0273,alpha,Endocrine
human3_lib3.final_cell_0274,delta,Endocrine
human3_lib3.final_cell_0275,beta,Endocrine
human3_lib3.final_cell_0276,acinar,Exocrine
human3_lib3.final_cell_0277,alpha,Endocrine
human3_lib3.final_cell_0278,ductal,Exocrine
human3_lib3.final_cell_0279,beta,Endocrine
human3_lib3.final_cell_0280,alpha,Endocrine
human3_lib3.final_cell_0281,alpha,Endocrine
human3_lib3.final_cell_0282,beta,Endocrine
human3_lib3.final_cell_0283,activated_stellate,PSC
human3_lib3.final_cell_0284,acinar,Exocrine
human3_lib3.final_cell_0285,delta,Endocrine
human3_lib3.final_cell_0286,beta,Endocrine
human3_lib3.final_cell_0287,alpha,Endocrine
human3_lib3.final_cell_0288,ductal,Exocrine
human3_lib3.final_cell_0289,acinar,Exocrine
human3_lib3.final_cell_0290,ductal,Exocrine
human3_lib3.final_cell_0291,alpha,Endocrine
human3_lib3.final_cell_0292,endothelial,endothelial
human3_lib3.final_cell_0293,acinar,Exocrine
human3_lib3.final_cell_0294,alpha,Endocrine
human3_lib3.final_cell_0295,alpha,Endocrine
human3_lib3.final_cell_0296,acinar,Exocrine
human3_lib3.final_cell_0297,beta,Endocrine
human3_lib3.final_cell_0298,beta,Endocrine
human3_lib3.final_cell_0299,ductal,Exocrine
human3_lib3.final_cell_0300,ductal,Exocrine
human3_lib3.final_cell_0301,acinar,Exocrine
human3_lib3.final_cell_0302,ductal,Exocrine
human3_lib3.final_cell_0303,delta,Endocrine
human3_lib3.final_cell_0304,beta,Endocrine
human3_lib3.final_cell_0305,delta,Endocrine
human3_lib3.final_cell_0306,acinar,Exocrine
human3_lib3.final_cell_0307,delta,Endocrine
human3_lib3.final_cell_0308,alpha,Endocrine
human3_lib3.final_cell_0309,alpha,Endocrine
human3_lib3.final_cell_0310,beta,Endocrine
human3_lib3.final_cell_0311,endothelial,endothelial
human3_lib3.final_cell_0312,ductal,Exocrine
human3_lib3.final_cell_0313,beta,Endocrine
human3_lib3.final_cell_0314,beta,Endocrine
human3_lib3.final_cell_0315,alpha,Endocrine
human3_lib3.final_cell_0316,acinar,Exocrine
human3_lib3.final_cell_0317,alpha,Endocrine
human3_lib3.final_cell_0318,delta,Endocrine
human3_lib3.final_cell_0319,alpha,Endocrine
human3_lib3.final_cell_0320,alpha,Endocrine
human3_lib3.final_cell_0321,beta,Endocrine
human3_lib3.final_cell_0322,ductal,Exocrine
human3_lib3.final_cell_0323,beta,Endocrine
human3_lib3.final_cell_0324,macrophage,Immune
human3_lib3.final_cell_0325,alpha,Endocrine
human3_lib3.final_cell_0326,delta,Endocrine
human3_lib3.final_cell_0327,ductal,Exocrine
human3_lib3.final_cell_0328,beta,Endocrine
human3_lib3.final_cell_0329,ductal,Exocrine
human3_lib3.final_cell_0330,alpha,Endocrine
human3_lib3.final_cell_0331,delta,Endocrine
human3_lib3.final_cell_0332,beta,Endocrine
human3_lib3.final_cell_0333,acinar,Exocrine
human3_lib3.final_cell_0334,ductal,Exocrine
human3_lib3.final_cell_0335,ductal,Exocrine
human3_lib3.final_cell_0336,beta,Endocrine
human3_lib3.final_cell_0337,alpha,Endocrine
human3_lib3.final_cell_0338,alpha,Endocrine
human3_lib3.final_cell_0339,acinar,Exocrine
human3_lib3.final_cell_0340,beta,Endocrine
human3_lib3.final_cell_0341,ductal,Exocrine
human3_lib3.final_cell_0342,ductal,Exocrine
human3_lib3.final_cell_0343,beta,Endocrine
human3_lib3.final_cell_0344,alpha,Endocrine
human3_lib3.final_cell_0345,delta,Endocrine
human3_lib3.final_cell_0346,alpha,Endocrine
human3_lib3.final_cell_0347,alpha,Endocrine
human3_lib3.final_cell_0348,alpha,Endocrine
human3_lib3.final_cell_0349,beta,Endocrine
human3_lib3.final_cell_0350,beta,Endocrine
human3_lib3.final_cell_0351,beta,Endocrine
human3_lib3.final_cell_0352,alpha,Endocrine
human3_lib3.final_cell_0353,alpha,Endocrine
human3_lib3.final_cell_0354,acinar,Exocrine
human3_lib3.final_cell_0355,acinar,Exocrine
human3_lib3.final_cell_0356,beta,Endocrine
human3_lib3.final_cell_0357,alpha,Endocrine
human3_lib3.final_cell_0358,alpha,Endocrine
human3_lib3.final_cell_0359,beta,Endocrine
human3_lib3.final_cell_0360,alpha,Endocrine
human3_lib3.final_cell_0361,acinar,Exocrine
human3_lib3.final_cell_0362,delta,Endocrine
human3_lib3.final_cell_0363,acinar,Exocrine
human3_lib3.final_cell_0364,beta,Endocrine
human3_lib3.final_cell_0365,alpha,Endocrine
human3_lib3.final_cell_0366,ductal,Exocrine
human3_lib3.final_cell_0367,beta,Endocrine
human3_lib3.final_cell_0368,alpha,Endocrine
human3_lib3.final_cell_0369,alpha,Endocrine
human3_lib3.final_cell_0370,alpha,Endocrine
human3_lib3.final_cell_0371,beta,Endocrine
human3_lib3.final_cell_0372,alpha,Endocrine
human3_lib3.final_cell_0373,gamma,Endocrine
human3_lib3.final_cell_0374,delta,Endocrine
human3_lib3.final_cell_0375,endothelial,endothelial
human3_lib3.final_cell_0376,alpha,Endocrine
human3_lib3.final_cell_0377,beta,Endocrine
human3_lib3.final_cell_0378,alpha,Endocrine
human3_lib3.final_cell_0379,delta,Endocrine
human3_lib3.final_cell_0380,beta,Endocrine
human3_lib3.final_cell_0381,delta,Endocrine
human3_lib3.final_cell_0382,ductal,Exocrine
human3_lib3.final_cell_0383,beta,Endocrine
human3_lib3.final_cell_0384,alpha,Endocrine
human3_lib3.final_cell_0385,acinar,Exocrine
human3_lib3.final_cell_0386,alpha,Endocrine
human3_lib3.final_cell_0387,beta,Endocrine
human3_lib3.final_cell_0388,ductal,Exocrine
human3_lib3.final_cell_0389,beta,Endocrine
human3_lib3.final_cell_0390,alpha,Endocrine
human3_lib3.final_cell_0391,beta,Endocrine
human3_lib3.final_cell_0392,ductal,Exocrine
human3_lib3.final_cell_0393,acinar,Exocrine
human3_lib3.final_cell_0394,alpha,Endocrine
human3_lib3.final_cell_0395,beta,Endocrine
human3_lib3.final_cell_0396,acinar,Exocrine
human3_lib3.final_cell_0397,alpha,Endocrine
human3_lib3.final_cell_0398,alpha,Endocrine
human3_lib3.final_cell_0399,alpha,Endocrine
human3_lib3.final_cell_0400,alpha,Endocrine
human3_lib3.final_cell_0401,beta,Endocrine
human3_lib3.final_cell_0402,ductal,Exocrine
human3_lib3.final_cell_0403,beta,Endocrine
human3_lib3.final_cell_0404,alpha,Endocrine
human3_lib3.final_cell_0405,alpha,Endocrine
human3_lib3.final_cell_0406,acinar,Exocrine
human3_lib3.final_cell_0407,ductal,Exocrine
human3_lib3.final_cell_0408,beta,Endocrine
human3_lib3.final_cell_0409,ductal,Exocrine
human3_lib3.final_cell_0410,alpha,Endocrine
human3_lib3.final_cell_0411,beta,Endocrine
human3_lib3.final_cell_0412,beta,Endocrine
human3_lib3.final_cell_0413,macrophage,Immune
human3_lib3.final_cell_0414,beta,Endocrine
human3_lib3.final_cell_0415,acinar,Exocrine
human3_lib3.final_cell_0416,beta,Endocrine
human3_lib3.final_cell_0417,ductal,Exocrine
human3_lib3.final_cell_0418,beta,Endocrine
human3_lib3.final_cell_0419,beta,Endocrine
human3_lib3.final_cell_0420,ductal,Exocrine
human3_lib3.final_cell_0421,alpha,Endocrine
human3_lib3.final_cell_0422,beta,Endocrine
human3_lib3.final_cell_0423,alpha,Endocrine
human3_lib3.final_cell_0424,alpha,Endocrine
human3_lib3.final_cell_0425,alpha,Endocrine
human3_lib3.final_cell_0426,alpha,Endocrine
human3_lib3.final_cell_0427,alpha,Endocrine
human3_lib3.final_cell_0428,beta,Endocrine
human3_lib3.final_cell_0429,beta,Endocrine
human3_lib3.final_cell_0430,alpha,Endocrine
human3_lib3.final_cell_0431,alpha,Endocrine
human3_lib3.final_cell_0432,beta,Endocrine
human3_lib3.final_cell_0433,endothelial,endothelial
human3_lib3.final_cell_0434,alpha,Endocrine
human3_lib3.final_cell_0435,beta,Endocrine
human3_lib3.final_cell_0436,alpha,Endocrine
human3_lib3.final_cell_0437,ductal,Exocrine
human3_lib3.final_cell_0438,endothelial,endothelial
human3_lib3.final_cell_0439,alpha,Endocrine
human3_lib3.final_cell_0440,acinar,Exocrine
human3_lib3.final_cell_0441,ductal,Exocrine
human3_lib3.final_cell_0442,activated_stellate,PSC
human3_lib3.final_cell_0443,alpha,Endocrine
human3_lib3.final_cell_0444,beta,Endocrine
human3_lib3.final_cell_0445,beta,Endocrine
human3_lib3.final_cell_0446,alpha,Endocrine
human3_lib3.final_cell_0447,endothelial,endothelial
human3_lib3.final_cell_0448,alpha,Endocrine
human3_lib3.final_cell_0449,ductal,Exocrine
human3_lib3.final_cell_0450,delta,Endocrine
human3_lib3.final_cell_0451,alpha,Endocrine
human3_lib3.final_cell_0452,alpha,Endocrine
human3_lib3.final_cell_0453,acinar,Exocrine
human3_lib3.final_cell_0454,ductal,Exocrine
human3_lib3.final_cell_0455,alpha,Endocrine
human3_lib3.final_cell_0456,alpha,Endocrine
human3_lib3.final_cell_0457,alpha,Endocrine
human3_lib3.final_cell_0458,alpha,Endocrine
human3_lib3.final_cell_0459,ductal,Exocrine
human3_lib3.final_cell_0460,alpha,Endocrine
human3_lib3.final_cell_0461,ductal,Exocrine
human3_lib3.final_cell_0462,alpha,Endocrine
human3_lib3.final_cell_0463,alpha,Endocrine
human3_lib3.final_cell_0464,beta,Endocrine
human3_lib3.final_cell_0465,beta,Endocrine
human3_lib3.final_cell_0466,beta,Endocrine
human3_lib3.final_cell_0467,acinar,Exocrine
human3_lib3.final_cell_0468,alpha,Endocrine
human3_lib3.final_cell_0469,alpha,Endocrine
human3_lib3.final_cell_0470,alpha,Endocrine
human3_lib3.final_cell_0471,ductal,Exocrine
human3_lib3.final_cell_0472,alpha,Endocrine
human3_lib3.final_cell_0473,acinar,Exocrine
human3_lib3.final_cell_0474,alpha,Endocrine
human3_lib3.final_cell_0475,beta,Endocrine
human3_lib3.final_cell_0476,beta,Endocrine
human3_lib3.final_cell_0477,delta,Endocrine
human3_lib3.final_cell_0478,acinar,Exocrine
human3_lib3.final_cell_0479,alpha,Endocrine
human3_lib3.final_cell_0480,alpha,Endocrine
human3_lib3.final_cell_0481,beta,Endocrine
human3_lib3.final_cell_0482,alpha,Endocrine
human3_lib3.final_cell_0483,acinar,Exocrine
human3_lib3.final_cell_0484,gamma,Endocrine
human3_lib3.final_cell_0485,alpha,Endocrine
human3_lib3.final_cell_0486,alpha,Endocrine
human3_lib3.final_cell_0487,beta,Endocrine
human3_lib3.final_cell_0488,alpha,Endocrine
human3_lib3.final_cell_0489,beta,Endocrine
human3_lib3.final_cell_0490,ductal,Exocrine
human3_lib3.final_cell_0491,ductal,Exocrine
human3_lib3.final_cell_0492,alpha,Endocrine
human3_lib3.final_cell_0493,beta,Endocrine
human3_lib3.final_cell_0494,alpha,Endocrine
human3_lib3.final_cell_0495,acinar,Exocrine
human3_lib3.final_cell_0496,ductal,Exocrine
human3_lib3.final_cell_0497,alpha,Endocrine
human3_lib3.final_cell_0498,alpha,Endocrine
human3_lib3.final_cell_0499,alpha,Endocrine
